1,1023,0,0,7754,0
0,1023,1,564,7939,0
0,1023,0,544,7960,0
0,1023,0,516,7994,0
0,1023,0,488,8027,0
0,1023,0,459,8061,0
0,1012,0,459,8094,0
1,990,0,459,8126,0
0,990,0,377,8161,0
0,990,0,350,8193,0
0,919,0,350,8227,0
0,919,0,295,8261,0
0,919,0,270,8294,0
0,847,0,270,8326,0
0,847,0,218,8361,0
0,796,0,218,8393,0
0,796,0,168,8428,0
0,746,0,168,8460,0
0,746,1,121,8493,0
0,694,0,121,8527,0
0,669,0,121,8560,0
0,643,0,121,8594,0
0,643,0,31,8628,0
0,592,0,31,8660,0
0,592,0,0,8693,0
0,592,0,0,8727,0
0,514,0,0,8760,0
0,489,0,0,8793,0
0,463,0,0,8827,0
1,437,0,0,8861,0
0,412,0,0,8893,0
0,412,0,0,8927,0
0,361,0,0,8961,0
0,361,0,0,8993,0
0,361,0,0,9027,0
0,361,0,0,9061,0
0,361,0,0,9092,0
0,242,0,0,9126,0
0,242,0,0,9160,0
0,195,0,0,9193,0
0,195,0,0,9227,0
0,195,0,0,9260,0
0,195,0,0,9294,0
0,107,0,0,9326,0
0,85,0,0,9360,0
0,85,0,0,9394,0
0,85,0,0,9427,0
0,26,0,0,9461,0
0,7,0,0,9494,0
0,0,0,0,9527,0
0,0,0,0,9561,0
0,0,0,0,9594,0
0,0,0,0,9626,0
0,0,0,0,9660,0
0,0,1,0,9693,0
0,0,0,0,9727,0
0,0,0,0,9760,0
0,0,0,0,9793,0
0,0,0,0,9826,0
0,0,0,0,9859,0
1,0,0,0,9893,0
0,0,0,0,9927,0
0,0,0,0,9960,0
0,0,0,0,9994,0
0,0,0,0,10027,0
0,0,0,0,10060,0
0,0,0,0,10093,0
0,0,0,0,10127,0
0,0,0,0,10160,0
0,0,0,0,10193,0
0,0,0,0,10227,0
0,0,0,0,10260,0
0,0,0,10,10293,0
0,0,0,10,10327,0
0,0,0,10,10360,0
0,0,0,75,10394,0
0,0,0,98,10427,0
0,0,0,121,10460,0
0,0,0,121,10493,0
0,0,0,169,10526,0
0,0,0,169,10559,0
0,0,0,169,10593,0
0,0,0,245,10627,0
0,0,0,245,10660,0
0,0,0,245,10693,0
0,0,0,324,10727,0
0,0,0,324,10761,0
1,0,0,324,10793,0
0,0,1,405,10827,0
0,0,0,433,10859,0
0,0,0,433,10893,0
0,0,0,489,10927,0
0,0,0,517,10960,0
0,0,0,517,10993,0
0,0,0,572,11026,0
0,0,0,572,11061,0
0,0,0,572,11102,0
0,0,0,658,11127,0
0,0,0,658,11160,0
0,0,0,658,11194,0
0,0,0,742,11226,0
0,0,0,770,11260,0
0,0,0,797,11293,0
0,38,0,797,11326,0
0,38,0,852,11360,0
0,38,0,879,11394,0
0,38,0,906,11427,0
0,38,0,932,11460,0
0,38,0,958,11494,0
0,38,0,982,11527,0
0,38,0,1008,11560,0
0,210,0,1008,11594,0
0,210,0,1023,11626,0
0,210,0,1023,11659,0
0,281,0,1023,11694,0
0,304,0,1023,11726,0
1,329,0,1023,11760,0
0,329,0,1023,11794,0
0,329,0,1023,11826,0
0,329,0,1023,11860,0
0,429,0,1023,11894,0
0,429,0,1023,11927,0
0,429,1,1023,11960,0
0,505,0,1023,11993,0
0,505,0,1023,12028,0
0,557,0,1023,12061,0
0,557,0,1023,12093,0
0,557,0,1023,12127,0
0,557,0,1023,12160,0
0,557,0,1023,12194,0
0,557,0,1023,12226,0
0,557,0,1023,12260,0
0,557,0,1023,12294,0
0,762,0,1023,12327,0
0,787,0,1023,12360,0
0,813,0,1023,12394,0
0,813,0,1023,12426,0
0,813,0,1023,12460,0
0,813,0,1023,12493,0
0,813,0,1023,12526,0
0,813,0,1023,12561,0
0,958,0,1023,12594,0
0,958,0,1023,12627,0
0,958,0,1023,12661,0
0,958,0,1023,12693,0
0,958,0,1023,12726,0
0,958,0,1023,12760,0
0,958,0,1023,12794,0
0,1023,0,1023,12827,0
0,1023,0,1023,12861,0
1,1023,0,1023,12893,0
0,1023,0,1023,12927,0
0,1023,0,1023,12961,0
0,1023,0,1023,12994,0
0,1023,0,1023,13027,0
0,1023,0,1023,13061,0
0,1023,0,1023,13093,0
0,1023,0,1023,13126,0
0,1023,0,1023,13160,0
0,1023,0,1023,13194,0
0,1023,0,1023,13228,0
0,1023,1,1023,13261,0
0,1023,0,1023,13293,0
0,1023,0,1023,13326,0
0,1023,0,1023,13361,0
0,1023,0,1023,13393,0
0,1023,0,1023,13426,0
0,1023,0,1023,13461,0
0,1023,0,1023,13493,0
0,1023,0,1023,13527,0
0,1023,0,1023,13560,0
0,1023,0,1023,13593,0
0,1023,0,1023,13627,0
0,1023,0,1023,13660,0
0,1023,0,1015,13693,0
0,1023,0,990,13727,0
0,1023,0,990,13759,0
0,1023,0,939,13792,0
0,1023,0,913,13827,0
1,1023,0,913,13860,0
0,1023,0,859,13893,0
0,1023,0,859,13926,0
0,1023,0,806,13960,0
0,1023,0,806,13993,0
0,1023,0,750,14027,0
0,1023,0,722,14060,0
0,1023,0,722,14093,0
0,1023,0,722,14126,0
0,1023,0,722,14160,0
0,1023,0,610,14194,0
0,1023,0,610,14226,0
0,1023,0,610,14260,0
0,1023,0,525,14293,0
0,1023,1,496,14327,0
0,1023,0,496,14359,0
0,1023,0,496,14394,0
0,1023,0,496,14427,0
0,1023,0,496,14460,0
0,1023,0,496,14493,0
0,1023,0,496,14526,0
0,1023,0,304,14560,0
0,1023,0,304,14594,0
0,1023,0,252,14626,0
0,1023,0,252,14660,0
1,1023,0,252,14694,0
0,1023,0,252,14728,0
0,1023,0,252,14760,0
0,1023,0,252,14793,0
0,1023,0,104,14827,0
0,1023,0,82,14860,0
0,1023,0,82,14893,0
0,1023,0,38,14926,0
0,1023,0,16,14961,0
0,1021,0,16,14994,0
0,999,0,16,15027,0
0,976,0,16,15060,0
0,976,0,0,15093,0
0,976,0,0,15126,0
0,905,0,0,15160,0
0,905,0,0,15194,0
0,905,0,0,15227,0
0,905,0,0,15260,0
0,905,0,0,15293,0
0,782,0,0,15327,0
0,757,0,0,15360,0
