0,1023,0,0,0,0,0,0,6560,0
0,1023,0,179,0,0,0,0,6577,0
0,1023,0,179,0,1023,0,0,6590,0
0,1023,0,149,0,1023,0,0,6606,0
0,1023,0,132,0,1023,0,0,6625,0
0,1023,0,132,0,1023,0,0,6646,0
0,1023,0,92,0,1023,0,0,6668,0
0,1023,0,92,0,1023,0,0,6688,0
0,1023,1,59,0,1023,0,0,6707,0
0,1023,1,45,0,1023,0,0,6724,0
0,1023,1,45,0,1023,0,0,6753,0
0,1023,1,45,0,1023,0,0,6786,0
0,1023,1,0,0,1023,0,0,6805,0
0,1023,1,0,0,1023,0,0,6825,0
0,1023,1,0,0,1023,1,1023,6845,0
0,1023,1,0,0,1023,1,1023,6864,0
1,893,1,0,0,1023,1,1023,6886,0
1,893,1,0,0,1023,1,1023,6905,0
1,893,1,0,0,1023,1,1023,6936,0
1,893,1,0,0,1023,0,1023,6955,0
1,815,1,0,0,1023,0,1023,6973,0
1,815,1,0,0,1023,0,1023,6991,0
1,815,0,0,0,1023,0,1023,7010,0
1,758,0,0,0,1023,0,1023,7036,0
1,740,0,0,0,1023,0,1023,7055,0
1,740,0,0,0,1023,0,1023,7074,0
1,740,0,0,0,1023,0,1023,7093,0
1,740,0,0,0,958,0,1023,7118,0
1,740,0,0,0,958,0,1023,7138,0
0,644,0,0,0,958,0,1023,7159,0
0,644,0,0,0,958,0,1023,7177,0
0,610,0,0,0,958,0,1023,7196,0
0,610,0,0,0,958,0,1023,7215,0
0,610,0,0,1,863,0,1023,7234,0
0,559,0,0,1,863,0,1023,7251,0
0,559,0,0,1,831,0,1023,7271,0
0,559,0,0,1,831,0,1023,7290,0
0,506,0,0,1,831,0,1023,7309,0
0,506,0,0,1,831,0,1023,7336,0
0,506,0,0,1,759,0,1023,7355,0
0,506,0,0,1,759,0,1023,7376,0
0,426,0,0,1,759,0,1023,7396,0
0,426,0,0,1,759,0,1023,7414,0
0,426,0,0,1,759,0,1023,7436,0
0,426,0,0,1,759,0,1023,7455,0
0,353,0,0,1,759,0,1023,7476,0
0,336,0,0,1,759,0,1023,7495,0
0,315,0,0,1,759,0,1023,7520,0
0,315,0,0,1,759,0,1023,7539,0
0,280,0,0,1,759,0,1023,7560,0
0,280,0,0,1,759,0,1023,7587,0
0,280,0,0,1,759,0,1023,7610,0
0,280,0,0,1,759,0,1023,7628,0
0,202,0,0,1,759,0,1023,7652,0
0,202,0,0,1,759,0,1023,7671,0
0,202,0,0,1,759,0,1023,7690,0
0,202,0,0,1,759,0,1023,7710,0
0,202,0,0,1,759,0,1023,7728,0
0,126,0,0,1,759,0,1023,7747,0
0,112,0,0,1,759,0,1023,7764,0
0,112,1,0,1,759,0,1023,7785,0
0,112,1,0,0,366,0,1023,7800,0
0,112,1,0,0,366,1,1023,7822,0
0,55,1,0,0,366,1,1023,7841,0
1,37,1,0,0,366,1,1023,7867,0
1,37,1,0,0,295,1,1023,7885,0
1,37,1,0,0,295,1,1023,7902,0
1,0,1,0,0,295,1,1023,7923,0
1,0,1,0,0,295,1,1023,7941,0
1,0,1,0,0,295,1,1023,7961,0
1,0,1,0,0,295,0,984,7980,0
1,0,1,0,0,295,0,984,7998,0
1,0,1,0,0,187,0,984,8018,0
1,0,1,0,0,173,0,984,8036,0
1,0,1,0,0,173,0,932,8072,0
1,0,1,0,0,124,0,932,8101,0
1,0,0,69,0,124,0,932,8113,0
1,0,0,82,0,124,0,932,8129,0
1,0,0,103,0,124,0,932,8152,0
1,0,0,120,0,124,0,932,8171,0
0,0,0,120,0,124,0,932,8190,0
0,0,0,120,0,124,0,814,8211,0
0,0,0,180,0,124,0,814,8235,0
0,0,0,180,0,124,0,781,8254,0
0,0,0,212,0,124,0,781,8270,0
0,0,0,212,0,124,0,781,8301,0
0,0,0,263,0,124,0,781,8321,0
0,0,0,282,0,124,0,781,8340,0
0,0,0,282,0,0,0,781,8359,0
0,0,0,282,0,0,0,781,8382,0
0,0,0,282,0,0,0,781,8417,0
0,0,0,282,0,0,0,781,8436,0
0,0,0,282,0,0,1,623,8456,0
0,0,0,433,0,0,1,623,8485,0
0,0,0,453,0,0,1,623,8504,0
0,0,0,453,0,0,1,623,8524,0
0,0,0,453,1,0,1,623,8545,0
0,0,0,517,1,0,1,623,8563,0
0,0,0,517,1,0,1,623,8586,0
0,0,0,517,1,0,0,506,8604,0
0,0,0,595,1,0,0,506,8635,0
0,0,0,595,1,0,0,455,8670,0
0,0,0,595,1,0,0,455,8690,0
0,0,0,595,1,0,0,427,8707,0
0,0,0,595,1,0,0,427,8727,0
0,0,0,714,1,0,0,427,8745,0
0,0,0,735,1,0,0,427,8765,0
0,0,0,735,1,0,0,427,8785,0
0,0,0,735,1,0,0,427,8818,0
0,0,0,828,1,0,0,427,8852,0
0,0,0,828,1,0,0,427,8872,0
0,0,0,828,0,0,0,427,8889,0
0,0,1,887,0,0,0,427,8909,0
0,0,1,887,0,0,0,427,8927,0
0,0,1,924,0,0,0,427,8946,0
0,0,1,943,0,0,0,427,8964,0
0,0,1,962,0,0,0,427,8984,0
1,0,1,962,0,0,0,427,9003,0
1,0,1,1011,0,0,0,427,9035,0
1,0,1,1011,0,0,0,427,9054,0
1,0,1,1011,0,0,0,427,9071,0
1,0,1,1011,0,0,0,427,9091,0
1,0,1,1011,0,0,0,427,9108,0
1,0,1,1011,0,0,0,427,9128,0
1,0,1,1011,0,0,0,427,9147,0
1,0,1,1011,0,0,0,427,9168,0
1,0,1,1011,0,0,0,427,9187,0
1,0,1,1011,0,0,0,427,9218,0
1,0,0,1023,0,0,0,427,9238,0
1,0,0,1023,0,0,0,427,9254,0
1,0,0,1023,0,0,0,427,9274,0
1,0,0,1023,0,0,0,427,9291,0
1,0,0,1023,0,0,0,427,9310,0
1,0,0,1023,0,0,0,0,9327,0
1,0,0,1023,0,0,0,0,9347,0
0,0,0,1023,0,0,0,0,9371,0
0,0,0,1023,0,0,0,0,9399,0
0,0,0,1023,0,0,0,0,9417,0
0,37,0,1023,0,0,0,0,9435,0
0,37,0,1023,0,0,0,0,9454,0
0,37,0,1023,0,0,1,0,9475,0
0,79,0,1023,0,0,1,0,9493,0
0,79,0,1023,0,0,1,0,9512,0
0,107,0,1023,0,0,1,0,9530,0
0,124,0,1023,0,0,1,0,9553,0
0,150,0,1023,0,0,1,0,9585,0
0,150,0,1023,0,0,1,0,9619,0
0,150,0,1023,1,0,1,0,9639,0
0,150,0,1023,1,0,1,0,9657,0
0,150,0,1023,1,0,1,0,9685,0
0,150,0,1023,1,0,1,0,9703,0
0,150,0,1023,1,0,1,0,9721,0
0,150,0,1023,1,0,0,0,9739,0
0,294,0,1023,1,0,0,0,9759,0
0,317,0,1023,1,0,0,0,9784,0
0,317,0,1023,1,0,0,0,9801,0
0,317,0,1023,1,0,0,0,9830,0
0,317,0,1023,1,0,0,0,9849,0
0,317,0,1023,1,40,0,0,9868,0
0,317,0,1023,1,53,0,0,9887,0
0,317,0,1023,1,66,0,0,9906,0
0,442,0,1023,1,66,0,0,9924,0
0,460,0,1023,1,66,0,0,9945,0
0,460,0,1023,1,66,0,0,9970,0
0,460,1,1023,1,66,0,0,9989,0
0,460,1,1023,1,66,0,0,10007,0
0,460,1,1023,0,153,0,0,10026,0
1,562,1,1023,0,153,0,0,10053,0
1,579,1,1023,0,153,0,0,10072,0
1,579,1,1023,0,153,0,0,10092,0
1,622,1,1023,0,153,0,0,10118,0
1,622,1,1023,0,153,1,0,10137,0
1,656,1,1023,0,153,1,0,10156,0
1,656,1,1023,0,153,0,0,10176,0
1,693,1,1023,0,153,0,0,10195,0
1,693,1,1023,0,153,0,0,10213,0
